num__Alter,num__Anzahl Kunden,num__Auftragsbestand,cat__Bestandskunden_0.0,cat__Bestandskunden_1.0,cat__Skill Level_1.0,cat__Skill Level_2.0,cat__Skill Level_3.0,cat__Skill Level_4.0,cat__Skill Level_5.0,cat__Kunden Kategorie_0,cat__Kunden Kategorie_1,cat__Kunden Kategorie_2,cat__Kunden Kategorie_3
-1.030890335448408,1.8009081470129047,-1.5395326421406297,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
-0.7868926229162405,1.9499899472623172,-1.697920774048102,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
-0.542894910384073,-0.13715525622945962,0.8362893364714534,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
-1.3968869042466592,-0.7334824572271101,1.4698418641013422,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
-0.6648937666501568,1.2045809460152541,0.20273680884156461,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
-0.2988971978519055,-0.8825642574765228,1.4698418641013422,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
-1.1528891917144917,-0.7334824572271101,0.20273680884156461,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
1.4090867898732669,-0.5844006569776975,0.20273680884156461,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
0.06709937094634572,-1.3298096582247607,1.4698418641013422,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
-0.542894910384073,1.8009081470129047,-0.4308157187883242,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
-1.030890335448408,-0.28623705647887226,1.153065600286398,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
1.8970822149376019,-0.7334824572271101,0.8362893364714534,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
1.4090867898732669,0.6082537450176035,0.519513072656509,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
-0.542894910384073,0.3100901445187783,0.8362893364714534,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
0.9210913648089318,0.4591719447681909,0.8362893364714534,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
0.9210913648089318,0.16100834426936567,0.20273680884156461,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
1.6530845024054344,-0.8825642574765228,1.153065600286398,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
0.7990925085428482,0.16100834426936567,0.8362893364714534,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
0.7990925085428482,0.9064173455164288,-0.1140394549733798,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
-0.9088914791823242,-0.43531885672828485,-1.0643682464182131,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
-0.42089605411798925,-0.43531885672828485,1.4698418641013422,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
-0.9088914791823242,0.3100901445187783,-1.3811445102331574,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
0.06709937094634572,-0.43531885672828485,-0.4308157187883242,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
1.775083358671518,-0.7334824572271101,0.8362893364714534,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
1.8970822149376019,-1.0316460577259354,-0.1140394549733798,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
2.5070764962680205,-1.4788914584741732,1.153065600286398,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
-0.9088914791823242,1.3536627462646666,-1.697920774048102,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
0.5550947960106807,-0.28623705647887226,0.519513072656509,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
0.6770936522767644,1.2045809460152541,0.20273680884156461,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
-0.17689834158582177,-0.7334824572271101,-0.1140394549733798,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
1.0430902210750157,-0.43531885672828485,0.20273680884156461,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
1.287087933607183,0.16100834426936567,1.153065600286398,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
-0.542894910384073,-0.43531885672828485,-1.0643682464182131,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
-0.9088914791823242,-0.8825642574765228,-1.697920774048102,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
-1.030890335448408,-1.180727857975348,-1.856308905955574,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
-0.17689834158582177,1.5027445465140794,-1.697920774048102,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
0.4330959397445969,0.16100834426936567,0.519513072656509,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
0.7990925085428482,0.16100834426936567,-0.4308157187883242,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
-1.1528891917144917,1.5027445465140794,-1.697920774048102,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
-0.42089605411798925,0.01192654401995302,0.8362893364714534,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
0.18909822721242944,0.7573355452670162,-0.4308157187883242,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
-0.9088914791823242,4.037135150754094,0.519513072656509,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
0.31109708347851317,1.9499899472623172,-0.4308157187883242,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
-1.5188857605127428,-0.28623705647887226,0.20273680884156461,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
-0.05489948531973803,-1.0316460577259354,1.4698418641013422,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
-0.2988971978519055,1.3536627462646666,-2.3314733016779905,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
-0.7868926229162405,-0.8825642574765228,-1.3811445102331574,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
-0.6648937666501568,1.3536627462646666,-2.0146970378630464,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
-0.6648937666501568,1.0554991457658414,-1.0643682464182131,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
-0.6648937666501568,-0.7334824572271101,-0.1140394549733798,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
-0.6648937666501568,1.0554991457658414,0.519513072656509,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
-0.9088914791823242,-0.7334824572271101,-1.697920774048102,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
-0.17689834158582177,-0.5844006569776975,1.4698418641013422,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
-0.7868926229162405,0.9064173455164288,-1.0643682464182131,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
-0.17689834158582177,-0.8825642574765228,0.8362893364714534,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
-0.6648937666501568,-0.13715525622945962,-0.1140394549733798,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
1.0430902210750157,1.0554991457658414,-0.1140394549733798,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
-0.542894910384073,0.6082537450176035,-1.0643682464182131,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
-1.2748880479805753,-1.0316460577259354,0.8362893364714534,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
2.3850776400019367,-1.180727857975348,1.153065600286398,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
1.1650890773410993,0.16100834426936567,1.153065600286398,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
-1.030890335448408,-0.13715525622945962,0.8362893364714534,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
0.31109708347851317,0.6082537450176035,0.20273680884156461,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
-0.42089605411798925,0.6082537450176035,-0.4308157187883242,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
-0.17689834158582177,-0.43531885672828485,0.8362893364714534,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
-1.1528891917144917,-0.43531885672828485,-0.9059801145107408,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
-0.2988971978519055,0.01192654401995302,0.20273680884156461,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
-0.9088914791823242,0.3100901445187783,-0.1140394549733798,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
2.263078783735853,-1.180727857975348,0.8362893364714534,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
1.775083358671518,-0.5844006569776975,-0.1140394549733798,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
-0.05489948531973803,-0.8825642574765228,-0.1140394549733798,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
0.5550947960106807,-0.13715525622945962,0.519513072656509,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
-0.2988971978519055,-1.3298096582247607,0.8362893364714534,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
-0.17689834158582177,-1.180727857975348,-1.0643682464182131,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
0.06709937094634572,0.6082537450176035,-1.3811445102331574,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
0.31109708347851317,-1.180727857975348,1.4698418641013422,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
-1.2748880479805753,0.6082537450176035,-1.697920774048102,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
-1.6408846167788267,0.01192654401995302,-1.5395326421406297,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
2.0190810712036855,-1.3298096582247607,1.4698418641013422,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
0.31109708347851317,-0.43531885672828485,0.20273680884156461,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
0.6770936522767644,-0.5844006569776975,0.519513072656509,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
-0.2988971978519055,0.01192654401995302,0.519513072656509,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
-0.2988971978519055,0.3100901445187783,0.8362893364714534,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
2.1410799274697694,-1.0316460577259354,0.519513072656509,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
